Field1,clstr_id,samp_id,meas_no,meas_yr,meas_first,meas_last,tsa,tsa_no,mgmt_unit,sampletype,project_de,bgc_zone,ysm_main,mat_main,species_cl,meas_dt,no_meas,period,tot_period,tfl,no_plots,own_sched,own_sched_,samp_sts,grid_size,grid_size_,grid_size1,grid_base,protect_ps,utm_source,utm_zone,utm_eastin,utm_northi,bcalb_x,bcalb_y,aspect,slope,elev,bec_source,elev_1,plot_typ,area_pm,shp_pm,len_pm,wid_pm,rad_pm,baf_pm,util,baha_L,baha_I,baha_V,baha_D,baha_DF,stemsha_L,stemsha_I,stemsha_V,stemsha_D,stemsha_DF,wsvha_L,wsvha_I,wsvha_V,wsvha_D,wsvha_DF,nmvha_L,nmvha_D,spc_live1,spc_label_,spc_label1,lead_si,lead_htop,bh_stand_a,tot_stand_,tsa_desc,objectid
295,CAR1-1291-MO1,CAR1_1291_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,ESSF,N,Y,Pine,2013-09-15,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,461000.00000000000,5683000,1170000,701000,NA,NA,1908,PROV_BEC_2017,ESSFxvp,F,0.04000000000,C,NA,NA,11.28379167000,NA,12.50000000000,41.88808174000,0,0,4.07078366300,0,1275.85732500000,0,0,150.10086180000,0,217.45017080000,0,0,18.02717334000,0,184.47289360000,12.68778087000,PL,PL69PA31BLTR,,6.779771996,13.1,126.25,140.9008318,Williams Lake TSA,73508
296,CAR1-1291-MO1,CAR1_1291_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,ESSF,N,Y,Pine,2013-09-15,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,461000.00000000000,5683000,1170000,701000,NA,NA,1908,PROV_BEC_2017,ESSFxvp,F,0.04000000000,C,NA,NA,11.28379167000,NA,17.50000000000,32.54540296000,0,0,2.99889813100,0,750.50430910000,0,0,75.05043091000,0,171.83261890000,0,0,14.11790869000,0,151.65815780000,10.06759039000,PL,PL75PA25,,6.779771996,13.1,126.25,140.9008318,Williams Lake TSA,73509
297,CAR1-1296-MO1,CAR1_1296_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,ESSF,N,Y,Pine,2013-09-15,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,481000.00000000000,5682000,1190000,701000,NA,NA,1910,PROV_BEC_2017,ESSFxv2,F,0.04000000000,C,NA,NA,11.28379167000,NA,4.00000000000,36.70595905000,0,0,0.21662092600,0,2551.71465100000,0,0,25.01681030000,0,145.70954820000,0,0,0.58531914900,0,95.42362839000,0.16392560400,PL,PL60SX38BL02,,NA,NA,80.25,95.69078788,Williams Lake TSA,73510
298,CAR1-1296-MO1,CAR1_1296_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,ESSF,N,Y,Pine,2013-09-15,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,481000.00000000000,5682000,1190000,701000,NA,NA,1910,PROV_BEC_2017,ESSFxv2,F,0.04000000000,C,NA,NA,11.28379167000,NA,7.50000000000,34.55032050000,0,0,0.21662092600,0,1851.24396200000,0,0,25.01681030000,0,140.40051920000,0,0,0.58531914900,0,95.42362839000,0.16392560400,PL,PL62SX37BL01,,NA,NA,80.25,95.69078788,Williams Lake TSA,73511
299,CAR1-1296-MO1,CAR1_1296_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,ESSF,N,Y,Pine,2013-09-15,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,481000.00000000000,5682000,1190000,701000,NA,NA,1910,PROV_BEC_2017,ESSFxv2,F,0.04000000000,C,NA,NA,11.28379167000,NA,12.50000000000,27.24089190000,0,0,0.00000000000,0,800.53792970000,0,0,0.00000000000,0,118.04966710000,0,0,0.00000000000,0,92.01527501000,0.00000000000,PL,PL71SX28BL01,,NA,NA,80.25,95.69078788,Williams Lake TSA,73512
300,CAR1-1296-MO1,CAR1_1296_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,ESSF,N,Y,Pine,2013-09-15,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,481000.00000000000,5682000,1190000,701000,NA,NA,1910,PROV_BEC_2017,ESSFxv2,F,0.04000000000,C,NA,NA,11.28379167000,NA,17.50000000000,20.70400917000,0,0,0.00000000000,0,400.26896490000,0,0,0.00000000000,0,92.86962448000,0,0,0.00000000000,0,76.75639471000,0.00000000000,PL,PL83SX17,,NA,NA,80.25,95.69078788,Williams Lake TSA,73513
301,CAR1-1301-MO1,CAR1_1301_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,ESSF,N,Y,Pine,2013-09-14,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,501000.00000000000,5681000,1210000,701000,NA,NA,1913,PROV_BEC_2017,ESSFxv2,F,0.04000000000,C,NA,NA,11.28379167000,NA,4.00000000000,36.30260204000,0,0,10.88665057000,0,1801.21034200000,0,0,650.43706790000,0,230.98496570000,0,0,66.73781531000,0,170.12811960000,50.33691624000,PL,PL100,,9.547595996,15.45,99.4,109.1649119,Williams Lake TSA,73514
302,CAR1-1301-MO1,CAR1_1301_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,ESSF,N,Y,Pine,2013-09-14,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,501000.00000000000,5681000,1210000,701000,NA,NA,1913,PROV_BEC_2017,ESSFxv2,F,0.04000000000,C,NA,NA,11.28379167000,NA,7.50000000000,36.30260204000,0,0,9.85347190800,0,1801.21034200000,0,0,350.23534430000,0,230.98496570000,0,0,63.10175722000,0,170.12811960000,50.33691624000,PL,PL100,,9.547595996,15.45,99.4,109.1649119,Williams Lake TSA,73515
303,CAR1-1301-MO1,CAR1_1301_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,ESSF,N,Y,Pine,2013-09-14,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,501000.00000000000,5681000,1210000,701000,NA,NA,1913,PROV_BEC_2017,ESSFxv2,F,0.04000000000,C,NA,NA,11.28379167000,NA,12.50000000000,34.24722804000,0,0,9.28756570300,0,1576.05904900000,0,0,300.20172360000,0,220.72356410000,0,0,60.45801848000,0,167.65669120000,49.04654411000,PL,PL100,,9.547595996,15.45,99.4,109.1649119,Williams Lake TSA,73516
304,CAR1-1301-MO1,CAR1_1301_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,ESSF,N,Y,Pine,2013-09-14,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,501000.00000000000,5681000,1210000,701000,NA,NA,1913,PROV_BEC_2017,ESSFxv2,F,0.04000000000,C,NA,NA,11.28379167000,NA,17.50000000000,17.43695300000,0,0,7.80277416300,0,600.40344730000,0,0,225.15129270000,0,115.36507500000,0,0,51.36828109000,0,94.68946541000,42.40886533000,PL,PL100,,9.547595996,15.45,99.4,109.1649119,Williams Lake TSA,73517
305,CAR1-1306-MO1,CAR1_1306_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,MS,N,Y,Pine,2013-09-29,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,521000.00000000000,5680000,1230000,701000,NA,NA,1513,PROV_BEC_2017,MSxv,F,0.04000000000,C,NA,NA,11.28379167000,NA,4.00000000000,34.34823921000,0,0,3.89795847800,0,6679.48835100000,0,0,975.65560180000,0,169.95541540000,0,0,18.86068508000,0,28.44282419000,7.24058636500,PL,PL100,,8.895957113,12.1,74.4,84.89897601,Williams Lake TSA,73518
306,CAR1-1306-MO1,CAR1_1306_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,MS,N,Y,Pine,2013-09-29,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,521000.00000000000,5680000,1230000,701000,NA,NA,1513,PROV_BEC_2017,MSxv,F,0.04000000000,C,NA,NA,11.28379167000,NA,7.50000000000,24.88049991000,0,0,2.31510298800,0,3277.20215000000,0,0,175.11767210000,0,129.70037630000,0,0,13.39287447000,0,28.44282419000,7.24058636500,PL,PL100,,8.895957113,12.1,74.4,84.89897601,Williams Lake TSA,73519
307,CAR1-1306-MO1,CAR1_1306_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,MS,N,Y,Pine,2013-09-29,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,521000.00000000000,5680000,1230000,701000,NA,NA,1513,PROV_BEC_2017,MSxv,F,0.04000000000,C,NA,NA,11.28379167000,NA,12.50000000000,5.49246532500,0,0,1.22730245000,0,375.25215460000,0,0,50.03362061000,0,31.51082281000,0,0,7.84799552000,0,20.14070172000,5.95685869900,PL,PL100,,8.895957113,12.1,74.4,84.89897601,Williams Lake TSA,73520
308,CAR1-1306-MO1,CAR1_1306_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,MS,N,Y,Pine,2013-09-29,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,521000.00000000000,5680000,1230000,701000,NA,NA,1513,PROV_BEC_2017,MSxv,F,0.04000000000,C,NA,NA,11.28379167000,NA,17.50000000000,0.00000000000,0,0,0.72430964200,0,0.00000000000,0,0,25.01681030000,0,0.00000000000,0,0,4.70483632700,0,0.00000000000,3.68400592500,PL,,,8.895957113,12.1,74.4,84.89897601,Williams Lake TSA,73521
309,CAR1-1311-MO1,CAR1_1311_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,MS,N,Y,Other,2013-09-14,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,541000.00000000000,5679000,1250000,701000,NA,NA,1555,PROV_BEC_2017,MSxv,F,0.04000000000,C,NA,NA,11.28379167000,NA,4.00000000000,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0.00000000000,,,,NA,NA,NA,NA,Williams Lake TSA,73522
310,CAR1-1311-MO1,CAR1_1311_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,MS,N,Y,Other,2013-09-14,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,541000.00000000000,5679000,1250000,701000,NA,NA,1555,PROV_BEC_2017,MSxv,F,0.04000000000,C,NA,NA,11.28379167000,NA,7.50000000000,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0.00000000000,,,,NA,NA,NA,NA,Williams Lake TSA,73523
311,CAR1-1311-MO1,CAR1_1311_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,MS,N,Y,Other,2013-09-14,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,541000.00000000000,5679000,1250000,701000,NA,NA,1555,PROV_BEC_2017,MSxv,F,0.04000000000,C,NA,NA,11.28379167000,NA,12.50000000000,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0.00000000000,,,,NA,NA,NA,NA,Williams Lake TSA,73524
312,CAR1-1311-MO1,CAR1_1311_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,MS,N,Y,Other,2013-09-14,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,541000.00000000000,5679000,1250000,701000,NA,NA,1555,PROV_BEC_2017,MSxv,F,0.04000000000,C,NA,NA,11.28379167000,NA,17.50000000000,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0,0,0.00000000000,0,0.00000000000,0.00000000000,,,,NA,NA,NA,NA,Williams Lake TSA,73525
313,CAR1-3096-MO1,CAR1_3096_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,MS,N,N,Spruce,2013-07-03,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,327000.00000000000,5829000,1030000,841000,NA,NA,1244,PROV_BEC_2017,MSxv,F,0.04000000000,C,NA,NA,11.28379167000,NA,4.00000000000,23.12670546000,0,0,7.48272534100,0,675.45387820000,0,0,300.20172360000,0,163.53384200000,0,0,56.85151388000,0,144.88522630000,47.79237444000,SX,S82PL18,,3.163061523,18.95,307,348.1994069,Williams Lake TSA,73526
314,CAR1-3096-MO1,CAR1_3096_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,MS,N,N,Spruce,2013-07-03,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,327000.00000000000,5829000,1030000,841000,NA,NA,1244,PROV_BEC_2017,MSxv,F,0.04000000000,C,NA,NA,11.28379167000,NA,7.50000000000,23.12670546000,0,0,7.33740757500,0,675.45387820000,0,0,200.13448240000,0,163.53384200000,0,0,56.53544142000,0,144.88522630000,47.79237444000,SX,S82PL18,,3.163061523,18.95,307,348.1994069,Williams Lake TSA,73527
315,CAR1-3096-MO1,CAR1_3096_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,MS,N,N,Spruce,2013-07-03,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,327000.00000000000,5829000,1030000,841000,NA,NA,1244,PROV_BEC_2017,MSxv,F,0.04000000000,C,NA,NA,11.28379167000,NA,12.50000000000,21.65704300000,0,0,7.33740757500,0,450.30258550000,0,0,200.13448240000,0,158.81206460000,0,0,56.53544142000,0,144.42218780000,47.79237444000,SX,S82PL18,,3.163061523,18.95,307,348.1994069,Williams Lake TSA,73528
316,CAR1-3096-MO1,CAR1_3096_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,MS,N,N,Spruce,2013-07-03,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,327000.00000000000,5829000,1030000,841000,NA,NA,1244,PROV_BEC_2017,MSxv,F,0.04000000000,C,NA,NA,11.28379167000,NA,17.50000000000,20.02172693000,0,0,5.12172425900,0,350.23534430000,0,0,75.05043091000,0,151.30948340000,0,0,44.98946567000,0,139.43437330000,39.46263960000,SX,S80PL20,,3.163061523,18.95,307,348.1994069,Williams Lake TSA,73529
317,CAR1-3101-MO1,CAR1_3101_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,SBPS,N,Y,Pine,2013-07-08,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,347000.00000000000,5828000,1050000,841000,NA,NA,1185,PROV_BEC_2017,SBPSxc,F,0.04000000000,C,NA,NA,11.28379167000,NA,4.00000000000,6.93963064600,0,0,14.33914604000,0,1325.89094600000,0,0,425.28577520000,0,34.40221758000,0,0,96.68327497000,0,7.46332044100,75.29748659000,PL,PL100,,9.137033277,10.825,62.75,72.95033621,Williams Lake TSA,73530
318,CAR1-3101-MO1,CAR1_3101_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,SBPS,N,Y,Pine,2013-07-08,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,347000.00000000000,5828000,1050000,841000,NA,NA,1185,PROV_BEC_2017,SBPSxc,F,0.04000000000,C,NA,NA,11.28379167000,NA,7.50000000000,4.62059802700,0,0,14.33914604000,0,525.35301640000,0,0,425.28577520000,0,25.41932258000,0,0,96.68327497000,0,7.46332044100,75.29748659000,PL,PL100,,9.137033277,10.825,62.75,72.95033621,Williams Lake TSA,73531
319,CAR1-3101-MO1,CAR1_3101_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,SBPS,N,Y,Pine,2013-07-08,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,347000.00000000000,5828000,1050000,841000,NA,NA,1185,PROV_BEC_2017,SBPSxc,F,0.04000000000,C,NA,NA,11.28379167000,NA,12.50000000000,1.76454199400,0,0,14.04188908000,0,125.08405150000,0,0,400.26896490000,0,10.28163008000,0,0,94.93239048000,0,6.29017373100,74.39451320000,PL,PL100,,9.137033277,10.825,62.75,72.95033621,Williams Lake TSA,73532
320,CAR1-3101-MO1,CAR1_3101_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,SBPS,N,Y,Pine,2013-07-08,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,347000.00000000000,5828000,1050000,841000,NA,NA,1185,PROV_BEC_2017,SBPSxc,F,0.04000000000,C,NA,NA,11.28379167000,NA,17.50000000000,0.00000000000,0,0,10.86407484000,0,0.00000000000,0,0,225.15129270000,0,0.00000000000,0,0,75.25303587000,0,0.00000000000,60.78231487000,PL,,,9.137033277,10.825,62.75,72.95033621,Williams Lake TSA,73533
321,CAR1-3106-MO1,CAR1_3106_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,MS,N,Y,Pine,2013-07-22,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,367000.00000000000,5827000,1070000,841000,NA,NA,1419,PROV_BEC_2017,MSxv,F,0.04000000000,C,NA,NA,11.28379167000,NA,4.00000000000,2.65069350100,0,0,22.71307247000,0,625.42025760000,0,0,525.35301640000,0,11.84494782000,0,0,188.36843460000,0,5.45485245600,155.93694800000,PL,PL93SX07,,8.427073318,17.8,150,160.7853621,Williams Lake TSA,73534
322,CAR1-3106-MO1,CAR1_3106_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,MS,N,Y,Pine,2013-07-22,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,367000.00000000000,5827000,1070000,841000,NA,NA,1419,PROV_BEC_2017,MSxv,F,0.04000000000,C,NA,NA,11.28379167000,NA,7.50000000000,1.46449499500,0,0,22.71307247000,0,125.08405150000,0,0,525.35301640000,0,8.73081433500,0,0,188.36843460000,0,5.45485245600,155.93694800000,PL,PL87SX13,,8.427073318,17.8,150,160.7853621,Williams Lake TSA,73535
323,CAR1-3106-MO1,CAR1_3106_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,MS,N,Y,Pine,2013-07-22,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,367000.00000000000,5827000,1070000,841000,NA,NA,1419,PROV_BEC_2017,MSxv,F,0.04000000000,C,NA,NA,11.28379167000,NA,12.50000000000,0.81274599500,0,0,22.71307247000,0,50.03362061000,0,0,525.35301640000,0,6.28878587900,0,0,188.36843460000,0,5.01999638600,155.93694800000,PL,PL100,,8.427073318,17.8,150,160.7853621,Williams Lake TSA,73536
324,CAR1-3106-MO1,CAR1_3106_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,MS,N,Y,Pine,2013-07-22,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,367000.00000000000,5827000,1070000,841000,NA,NA,1419,PROV_BEC_2017,MSxv,F,0.04000000000,C,NA,NA,11.28379167000,NA,17.50000000000,0.00000000000,0,0,21.07642033000,0,0.00000000000,0,0,425.28577520000,0,0.00000000000,0,0,177.74225400000,0,0.00000000000,148.49822810000,PL,,,8.427073318,17.8,150,160.7853621,Williams Lake TSA,73537
325,CAR1-3111-MO1,CAR1_3111_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,MS,N,Y,Pine,2013-07-23,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,387000.00000000000,5826000,1090000,841000,NA,NA,1441,PROV_BEC_2017,MSxv,F,0.04000000000,C,NA,NA,11.28379167000,NA,4.00000000000,30.91989132000,0,0,3.41455488300,0,2951.98361600000,0,0,425.28577520000,0,209.52521740000,0,0,19.08548013000,0,110.79691220000,8.20357456900,PL,PL100,,10.96549576,15.1,79,87.88884327,Williams Lake TSA,73538
326,CAR1-3111-MO1,CAR1_3111_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,MS,N,Y,Pine,2013-07-23,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,387000.00000000000,5826000,1090000,841000,NA,NA,1441,PROV_BEC_2017,MSxv,F,0.04000000000,C,NA,NA,11.28379167000,NA,7.50000000000,29.26771714000,0,0,3.13162142900,0,2351.58016900000,0,0,325.21853390000,0,202.77957010000,0,0,18.64317524000,0,110.79691220000,8.20357456900,PL,PL100,,10.96549576,15.1,79,87.88884327,Williams Lake TSA,73539
327,CAR1-3111-MO1,CAR1_3111_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,MS,N,Y,Pine,2013-07-23,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,387000.00000000000,5826000,1090000,841000,NA,NA,1441,PROV_BEC_2017,MSxv,F,0.04000000000,C,NA,NA,11.28379167000,NA,12.50000000000,18.67258626000,0,0,1.47873990900,0,1125.75646400000,0,0,75.05043091000,0,133.18229100000,0,0,9.82992856100,0,95.07823691000,7.23061952300,PL,PL100,,10.96549576,15.1,79,87.88884327,Williams Lake TSA,73540
328,CAR1-3111-MO1,CAR1_3111_CMI,0,2013,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,MS,N,Y,Pine,2013-07-23,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,387000.00000000000,5826000,1090000,841000,NA,NA,1441,PROV_BEC_2017,MSxv,F,0.04000000000,C,NA,NA,11.28379167000,NA,17.50000000000,1.42631862700,0,0,0.60862129700,0,50.03362061000,0,0,25.01681030000,0,10.32777820000,0,0,4.43685414100,0,8.63547198100,3.42100001600,PL,PL100,,10.96549576,15.1,79,87.88884327,Williams Lake TSA,73541
329,CAR1-3121-MO1,CAR1_3121_CMI,0,2012,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,MS,N,Y,Pine,2013-06-18,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,427000.00000000000,5824000,1130000,841000,NA,NA,1391,PROV_BEC_2017,MSxv,F,0.04000000000,C,NA,NA,11.28379167000,NA,4.00000000000,14.44406720000,0,0,14.41445743000,0,1450.97499800000,0,0,700.47068850000,0,84.01116652000,0,0,90.98989994000,0,42.34439635000,67.06910778000,PL,PL97SX03,,10.19463103,13.56,74.8,84.36169662,Williams Lake TSA,73542
330,CAR1-3121-MO1,CAR1_3121_CMI,0,2012,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,MS,N,Y,Pine,2013-06-18,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,427000.00000000000,5824000,1130000,841000,NA,NA,1391,PROV_BEC_2017,MSxv,F,0.04000000000,C,NA,NA,11.28379167000,NA,7.50000000000,13.76329787000,0,0,14.22575653000,0,1150.77327400000,0,0,600.40344730000,0,81.75718867000,0,0,90.35336470000,0,42.34439635000,67.06910778000,PL,PL97SX03,,10.19463103,13.56,74.8,84.36169662,Williams Lake TSA,73543
331,CAR1-3121-MO1,CAR1_3121_CMI,0,2012,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,MS,N,Y,Pine,2013-06-18,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,427000.00000000000,5824000,1130000,841000,NA,NA,1391,PROV_BEC_2017,MSxv,F,0.04000000000,C,NA,NA,11.28379167000,NA,12.50000000000,6.87921256500,0,0,13.70773289000,0,400.26896490000,0,0,550.36982670000,0,45.03990828000,0,0,87.40655893000,0,32.72321120000,66.06030185000,PL,PL100,,10.19463103,13.56,74.8,84.36169662,Williams Lake TSA,73544
332,CAR1-3121-MO1,CAR1_3121_CMI,0,2012,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,MS,N,Y,Pine,2013-06-18,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,427000.00000000000,5824000,1130000,841000,NA,NA,1391,PROV_BEC_2017,MSxv,F,0.04000000000,C,NA,NA,11.28379167000,NA,17.50000000000,0.63660027200,0,0,9.14140306700,0,25.01681030000,0,0,300.20172360000,0,5.50466056200,0,0,59.28662742000,0,4.61490854600,46.61504321000,PL,PL100,,10.19463103,13.56,74.8,84.36169662,Williams Lake TSA,73545
333,CAR1-3126-MO1,CAR1_3126_CMI,0,2012,Y,Y,29,29,TSA29_WilliamsLake,CMI,GRID,MS,N,Y,Spruce,2013-06-15,1,0,0,NA,1,62-C,Crown - Forest Management Unit (TSA),A,20 X 20,-67.48872596690,0.00000000000,NFI,N,DGPS,10,447000.00000000000,5823000,1150000,841000,NA,NA,1230,PROV_BEC_2017,MSxv,F,0.04000000000,C,NA,NA,11.28379167000,NA,4.00000000000,10.60546580000,0,0,0.00000000000,0,1150.77327400000,0,0,0.00000000000,0,50.41160266000,0,0,0.00000000000,0,35.96612539000,0.00000000000,SX,S100,,6.791835938,14.5,107.8,128.4854152,Williams Lake TSA,73546
